id,label,kind,layer,primary_slice,n_slices,unique_neighbors,edge_count,degree_rank,betweenness,betweenness_rank
per_taureen_tory_russell,"Taureen ""Tory"" Russell",person,veneer,afgj-interlock,1,2,3,303,0.0,451
per_trayce_peterson,Trayce Peterson,person,veneer,afgj-interlock,1,2,2,304,1.0,278
per_vee_morris_moore,Vee Morris Moore,person,party,afgj-interlock,1,2,2,305,0.0,452
reyes,Karla Reyes,person,party,singham-spine,1,2,2,306,23.3,225
rub_african_national_congress,African National Congress,org,context,rubio-cuba,1,2,2,307,236.4,151
rub_amistur_cuba_sa,Amistur Cuba SA,org,state,rubio-cuba,1,2,3,308,18.1,232
rub_association_for_investment,Association for Investment in Popular Action Committees,org,context,rubio-cuba,1,2,2,309,54.9,207
rub_canadian_network_on_cuba,Canadian Network on Cuba,org,money,rubio-cuba,1,2,2,310,143.6,177
rub_communist_party_usa,Communist Party USA,org,party,rubio-cuba,1,2,2,311,114.7,187
rub_faln,FALN,org,context,rubio-cuba,1,2,2,312,0.0,472
rub_m_19,M-19,org,terror,rubio-cuba,1,2,2,313,77.1,203
rub_macheteros,Macheteros,org,context,rubio-cuba,1,2,2,314,0.0,477
rub_naacp,NAACP,org,context,rubio-cuba,1,2,2,315,28.0,223
rub_p_alicia_garza,Alicia Garza,person,context,rubio-cuba,1,2,3,316,0.0,482
rub_p_fernando_gonz_lez_llor,Fernando González Llort,person,state,rubio-cuba,1,2,2,317,0.0,485
rub_p_george_galloway,George Galloway,person,context,rubio-cuba,1,2,2,318,502.0,112
rub_p_gustavo_petro,Gustavo Petro,person,context,rubio-cuba,1,2,2,319,88.0,200
rub_p_leonard_boudin,Leonard Boudin,person,context,rubio-cuba,1,2,2,320,128.9,181
rub_p_nayef_hawatmeh,Nayef Hawatmeh,person,context,rubio-cuba,1,2,3,321,0.0,486
rub_student_nonviolent_coordin,Student Nonviolent Coordinating Committee,org,context,rubio-cuba,1,2,2,322,0.0,491
rub_the_jericho_movement,The Jericho Movement,org,money,rubio-cuba,1,2,2,323,6.5,257
scharenberg,Albert Scharenberg,person,money,rls-germany,1,2,2,324,502.0,113
souers,Wyatt Souers,person,party,latam-solidarity,1,2,2,325,4.9,260
stein,Abby Stein (JVP Rabbinical Council),person,context,iran-network,1,2,2,326,0.0,500
svart,Maria Svart,person,veneer,rls-germany,1,2,2,327,0.0,501
syriza,SYRIZA,org,party,rls-germany,1,2,2,328,502.0,114
taylor,Nancy Taylor,person,party,singham-spine,1,2,2,329,0.0,502
uts,Union Theological Seminary,org,veneer,singham-spine,1,2,2,330,12.0,242
valente,Mónica Valente,person,state,latam-solidarity,1,2,2,331,16.7,235
wfp,Working Families Party,org,veneer,rls-germany,1,2,2,332,20.8,228
wider,Phil Wider,person,party,singham-spine,1,2,2,333,0.0,507
ydsa,Young DSA (YDSA),org,veneer,rls-germany,1,2,2,334,0.0,508
yee,Amanda Yee,person,party,hatuey,2,2,2,335,0.0,509
abbott,Diane Abbott,person,party,rls-germany,1,1,1,336,0.0,290
arlen_gomez,Arlen Benjamin-Gomez,person,money,iran-network,1,1,1,337,0.0,293
baker_carolyn,Carolyn Baker,person,party,singham-spine,1,1,1,338,0.0,294
bournous,Yiannis Bournous,person,party,rls-germany,1,1,1,339,0.0,296
brease,Emily Brease,person,party,singham-spine,1,1,1,340,0.0,297
brecht_forum,Brecht Forum,org,veneer,rls-germany,1,1,1,341,0.0,298
c3misc,Affiliated 501(c)(3),org,money,singham-spine,1,1,1,342,0.0,300
chanoine,Claudette Chanoine,person,money,rls-germany,1,1,1,343,0.0,303
conway,Marshall Eddie Conway,person,party,singham-spine,1,1,1,344,0.0,306
cpc,Congressional Progressive Caucus,org,veneer,rls-germany,1,1,1,345,0.0,307
cultureproject,Culture Project,org,veneer,singham-spine,1,1,1,346,0.0,308
dagdelen,Sevim Dagdelen,person,party,rls-germany,1,1,1,347,0.0,309
deborah_benjamin,Deborah Coyle Benjamin,person,money,iran-network,1,1,1,348,0.0,311
dwilliams,David Williams,person,money,rls-germany,1,1,1,349,0.0,312
ehmsen,Stefanie Ehmsen,person,money,rls-germany,1,1,1,350,0.0,313
enkelmann,Dagmar Enkelmann,person,state,rls-germany,1,1,1,351,0.0,314
ev_caracas_antifa_2024,Antifascist Congress of Caracas (Nov 28 2024),concept,state,latam-solidarity,1,1,1,352,0.0,315
fars_news,Fars News Agency,org,state,iran-network,1,1,1,353,0.0,317
fernandes,Marco Fernandes,person,party,singham-spine,1,1,1,354,0.0,318
fes,Friedrich Ebert Stiftung Inc (FES),org,money,rls-germany,1,1,1,355,0.0,319
fns,Friedrich Naumann Foundation (FNS),org,money,rls-germany,1,1,1,356,0.0,320
ghost_officers,Ghost Officers (5 unidentified signers),concept,money,iran-network,1,1,1,357,0.0,321
goodwin,Alicia Thilani Singham Goodwin,person,party,singham-spine,1,1,1,358,0.0,323
grassroots_intl,Grassroots International,org,money,iran-network,1,1,1,359,0.0,324
grenyion,Kristen Grenyion,person,party,singham-spine,1,1,1,360,0.0,325
hamby,Ryan Hamby,person,party,singham-spine,1,1,1,361,0.0,326
hbs,Heinrich Boell Foundation (HBS),org,money,rls-germany,1,1,1,362,0.0,327
hss,Hanns Seidel Foundation USA (HSS),org,money,rls-germany,1,1,1,363,0.0,330
hub_autonomous_tenants_union,Autonomous Tenants Union,org,party,afgj-interlock,1,1,1,364,0.0,332
iranian_red_crescent,Iranian Red Crescent Society,org,state,iran-network,1,1,1,365,0.0,336
janequine,Olivia Goncalves Janequine,person,party,singham-spine,1,1,1,366,0.0,338
jonathan_raggett,Jonathan 'Jonny' Raggett,person,money,iran-network,1,1,1,367,0.0,339
kas,Konrad Adenauer Stiftung Inc (KAS),org,money,rls-germany,1,1,1,368,0.0,341
khalek,Rania Abdul Khalek,person,party,singham-spine,1,1,4,369,0.0,342
krouth,Kristine Teresa Krouth,person,party,singham-spine,1,1,1,370,0.0,344
lowengard,Elizabeth Lowengard,person,party,singham-spine,1,1,2,371,0.0,345
luvela,Smangele Luvela,person,party,singham-spine,1,1,1,372,0.0,346
maura,Eduardo Maura,person,party,rls-germany,1,1,1,373,0.0,347
mcalevey,Jane McAlevey,person,veneer,rls-germany,1,1,1,374,0.0,348
mccarthy,Bobbette McCarthy,person,party,singham-spine,1,1,1,375,0.0,349
mfernandez,Mariana Fernandez,person,money,rls-germany,1,1,1,376,0.0,350
minsap,MINSAP (Cuban Health Ministry),org,state,hatuey,1,1,1,377,0.0,351
moseley,Saidi Moseley,person,party,singham-spine,1,1,1,378,0.0,352
p_411_collective,411 Collective,project,veneer,afgj-projects,1,1,1,379,0.0,354
p_action_bail_fund,Action Bail Fund,project,party,afgj-projects,1,1,1,380,0.0,355
p_african_awareness_association,African Awareness Association,project,state,afgj-projects,1,1,1,381,0.0,356
p_amigos_de_la_playa,Amigos de la Playa,project,veneer,afgj-projects,1,1,1,382,0.0,357
p_asotrecol,ASOTRECOL,project,state,afgj-projects,1,1,1,383,0.0,358
p_az_jobs_with_justice,AZ Jobs with Justice,project,veneer,afgj-projects,1,1,1,384,0.0,359
p_beef_relief,Beef Relief,project,veneer,afgj-projects,1,1,1,385,0.0,360
p_black_lives_matter_tucson,Black Lives Matter Tucson,project,party,afgj-projects,1,1,1,386,0.0,361
p_bukit_bail_fund_of_pittsburgh,Bukit Bail Fund of Pittsburgh,project,party,afgj-projects,1,1,1,387,0.0,362
p_bv_solidarity_project,BV Solidarity Project,project,state,afgj-projects,1,1,1,388,0.0,363
p_camino_com_n,Camino Común,project,state,afgj-projects,1,1,1,389,0.0,364
p_central_ohio_freedom_fund,Central Ohio Freedom Fund,project,veneer,afgj-projects,1,1,1,390,0.0,365
p_centro_de_derechos_humanos_del_pac_fic,Centro de Derechos Humanos del Pacífico (Centro Pazífico),project,state,afgj-projects,1,1,1,391,0.0,366
p_centro_solidario_de_puerto_rico,Centro Solidario de Puerto Rico,project,veneer,afgj-projects,1,1,1,392,0.0,367
p_chico_mendes_reforestation_project,Chico Mendes Reforestation Project,project,state,afgj-projects,1,1,1,393,0.0,368
p_clean_up_the_mines,Clean up the Mines,project,veneer,afgj-projects,1,1,1,394,0.0,369
p_community_action_relief_project,Community Action Relief Project,project,veneer,afgj-projects,1,1,1,395,0.0,370
p_creating_a_more_beloved_community_film,Creating a More Beloved Community Film & Discussion Series,project,veneer,afgj-projects,1,1,1,396,0.0,371
p_denver_justice_project,Denver Justice Project,project,veneer,afgj-projects,1,1,1,397,0.0,372
p_erie_bail_fund,Erie Bail Fund,project,veneer,afgj-projects,1,1,1,398,0.0,373
p_eritye_papa_desalin,Eritye Papa Desalin,project,state,afgj-projects,1,1,1,399,0.0,374
p_free_mumia_abu_jamal_coalition,Free Mumia Abu-Jamal Coalition,project,party,afgj-projects,1,1,1,400,0.0,375
p_friends_of_gente_de_i_itoi_a_c,"Friends of Gente de I’itoi, A.C.",project,state,afgj-projects,1,1,1,401,0.0,376
p_friends_of_mujeres_de_la_tierra,Friends of Mujeres de la Tierra,project,state,afgj-projects,1,1,1,402,0.0,377
p_gno_interfaith_sanctuary_coalition,GNO Interfaith Sanctuary Coalition,project,veneer,afgj-projects,1,1,1,403,0.0,378
p_hampshire_college_legal_support_fund,Hampshire College Legal Support Fund,project,party,afgj-projects,1,1,1,404,0.0,379
p_human_rights_school,Human Rights School,project,veneer,afgj-projects,1,1,1,405,0.0,380
p_initiative_for_equality,Initiative for Equality,project,veneer,afgj-projects,1,1,1,406,0.0,381
p_international_indigenous_initiative_fo,InterNational Indigenous Initiative for Transformative Collaboration,project,veneer,afgj-projects,1,1,1,407,0.0,382
p_international_journal_of_foreign_langu,International Journal of Foreign Language Teaching,project,veneer,afgj-projects,1,1,1,408,0.0,383
p_irish_diaspora_decolonization_alliance,Irish Diaspora Decolonization Alliance,project,state,afgj-projects,1,1,1,409,0.0,385
p_juthour_arboretum,Juthour Arboretum,project,state,afgj-projects,1,1,1,410,0.0,386
p_la_colectiva,La ColectiVA,project,veneer,afgj-projects,1,1,1,411,0.0,387
p_lancaster_bail_fund,Lancaster Bail Fund,project,veneer,afgj-projects,1,1,1,412,0.0,388
p_legal_defense_for_palestine,Legal Defense for Palestine,project,state,afgj-projects,1,1,1,413,0.0,389
p_lgbt_freedom_and_asylum_network,LGBT Freedom and Asylum Network,project,veneer,afgj-projects,1,1,1,414,0.0,390
p_lgbt_voice_tanzania,LGBT Voice Tanzania,project,state,afgj-projects,1,1,1,415,0.0,391
p_lo_eterno_media_collective,Lo Eterno Media Collective,project,veneer,afgj-projects,1,1,1,416,0.0,392
p_lupinewood,Lupinewood,project,veneer,afgj-projects,1,1,1,417,0.0,393
p_march_4_racial_justice_ny,March 4 Racial Justice NY,project,party,afgj-projects,1,1,1,418,0.0,394
p_miracle_for_mikeals_legacy_foundation,Miracle For Mikeals Legacy Foundation,project,veneer,afgj-projects,1,1,1,419,0.0,395
p_mosaic_black_trans_funding_network,Mosaic Black Trans Funding Network,project,veneer,afgj-projects,1,1,1,420,0.0,396
p_national_association_of_human_rights_d,National Association of Human Rights Defenders,project,veneer,afgj-projects,1,1,1,421,0.0,398
p_nicaragua_solidarity_fund,Nicaragua Solidarity Fund,project,state,afgj-projects,1,1,1,422,0.0,399
p_o_odham_anti_border_collective,O’odham Anti Border Collective,project,party,afgj-projects,1,1,1,423,0.0,400
p_otros_mundos_a_c,Otros Mundos A.C.,project,state,afgj-projects,1,1,1,424,0.0,401
p_peace_education,Peace Education,project,veneer,afgj-projects,1,1,1,425,0.0,402
p_philly_thrive,Philly Thrive,project,veneer,afgj-projects,1,1,1,426,0.0,404
p_pueblo_sin_fronteras,Pueblo Sin Fronteras,project,state,afgj-projects,1,1,1,427,0.0,405
p_radical_bloggers_fund,Radical Bloggers Fund,project,party,afgj-projects,1,1,1,428,0.0,406
p_real_name_campaign_nola,Real Name Campaign NOLA,project,veneer,afgj-projects,1,1,1,429,0.0,407
p_reale_justice_network,Reale Justice Network,project,veneer,afgj-projects,1,1,1,430,0.0,408
p_reconnect_earth,Reconnect Earth,project,veneer,afgj-projects,1,1,1,431,0.0,409
p_red_de_solidaridad,Red de Solidaridad,project,state,afgj-projects,1,1,1,432,0.0,410
p_return_solidarity,Return Solidarity,project,state,afgj-projects,1,1,1,433,0.0,411
p_reuniting_of_african_descendants_road,Reuniting of African Descendants (ROAD),project,veneer,afgj-projects,1,1,1,434,0.0,412
p_solidarity_ignite,Solidarity Ignite,project,veneer,afgj-projects,1,1,1,435,0.0,413
p_suriname_indigenous_health_fund,Suriname Indigenous Health Fund,project,state,afgj-projects,1,1,1,436,0.0,414
p_sustainable_nations,Sustainable Nations,project,veneer,afgj-projects,1,1,1,437,0.0,415
p_ta_ayush,Ta’ayush,project,state,afgj-projects,1,1,1,438,0.0,416
p_the_l_i_c_project,The L.I.C. Project,project,veneer,afgj-projects,1,1,1,439,0.0,417
p_ubuntu,UBUNTU,project,veneer,afgj-projects,1,1,1,440,0.0,418
p_unir,UNIR,project,state,afgj-projects,1,1,1,441,0.0,419
p_upland_grassroots,Upland Grassroots,project,veneer,afgj-projects,1,1,1,442,0.0,420
p_white_noise_collective,White Noise Collective,project,party,afgj-projects,1,1,1,443,0.0,421
p_woodbine_education_center,Woodbine Education Center,project,party,afgj-projects,1,1,1,444,0.0,422
per_bella_de_soto,Bella De Soto,person,party,afgj-interlock,1,1,1,445,0.0,423
per_cory_jong,Cory Jong,person,veneer,afgj-interlock,1,1,1,446,0.0,424
per_david_foecke,David Foecke,person,veneer,afgj-interlock,1,1,1,447,0.0,425
per_dr_patrisia_gonzales,Dr. Patrisia Gonzales,person,state,afgj-interlock,1,1,1,448,0.0,426
per_evana,Evana,person,veneer,afgj-interlock,1,1,1,449,0.0,427
per_gabrielle_lenart,Gabrielle Lenart,person,veneer,afgj-interlock,1,1,1,450,0.0,428
per_johnnie_jae,Johnnie Jae,person,party,afgj-interlock,1,1,1,451,0.0,432
per_kristen_godfrey,Kristen Godfrey,person,veneer,afgj-interlock,1,1,1,452,0.0,433
per_kristen_hackett,Kristen Hackett,person,veneer,afgj-interlock,1,1,1,453,0.0,434
per_lourdes_escalante,Lourdes Escalante,person,state,afgj-interlock,1,1,1,454,0.0,435
per_marlen_s_nchez,Marlen Sánchez,person,state,afgj-interlock,1,1,1,455,0.0,437
per_mavis_jay_sanders,Mavis-Jay Sanders,person,veneer,afgj-interlock,1,1,1,456,0.0,438
per_mcahl_sheffield,Mcahl Sheffield,person,veneer,afgj-interlock,1,1,1,457,0.0,439
per_melina_abdullah,Melina Abdullah,person,state,afgj-interlock,1,1,1,458,0.0,440
per_mohyeddin_abdulaziz,Mohyeddin Abdulaziz,person,state,afgj-interlock,1,1,1,459,0.0,442
per_moira_meltzer_cohen,Moira Meltzer-Cohen,person,party,afgj-interlock,1,1,1,460,0.0,443
per_rachel_wilson,Rachel Wilson,person,veneer,afgj-interlock,1,1,1,461,0.0,445
per_samantha_butler,Samantha Butler,person,veneer,afgj-interlock,1,1,1,462,0.0,446
per_steve_lalla,Steve Lalla,person,state,afgj-interlock,1,1,1,463,0.0,447
per_sunny_levine,Sunny Levine,person,veneer,afgj-interlock,1,1,1,464,0.0,448
per_t_dubb_o,T-Dubb-O,person,veneer,afgj-interlock,1,1,1,465,0.0,450
pfetcher,Jason Pfetcher,person,party,singham-spine,1,1,1,466,0.0,453
podemos,Podemos,org,party,rls-germany,1,1,1,467,0.0,454
pwa,People's Welfare Association,org,money,singham-spine,1,1,1,468,0.0,455
rhc,Radio Havana Cuba / Prensa Latina / Granma,org,state,hatuey,1,1,1,469,0.0,456
ron,Carlos Ron,person,money,rubio-cuba,1,1,1,470,0.0,457
rub_al_tajammu,Al-Tajammu,org,context,rubio-cuba,1,1,1,471,0.0,459
rub_amazon_labor_union,Amazon Labor Union,org,context,rubio-cuba,1,1,1,472,0.0,460
rub_belly_of_the_beast_llc,Belly of the Beast LLC,org,context,rubio-cuba,1,1,1,473,0.0,461
rub_black_lives_matter_at_scho,Black Lives Matter at School,org,context,rubio-cuba,1,1,1,474,0.0,462
rub_black_lives_matter_grassro,Black Lives Matter Grassroots,org,context,rubio-cuba,1,1,1,475,0.0,463
rub_british_cuba_solidarity_ca,British Cuba Solidarity Campaign,org,money,rubio-cuba,1,1,1,476,0.0,464
rub_changingfrequencies,changingFrequencies,org,context,rubio-cuba,1,1,1,477,0.0,465
rub_claudia_jones_school,Claudia Jones School,org,money,rubio-cuba,1,1,1,478,0.0,466
rub_cuban_interests_section,Cuban Interests Section,org,state,rubio-cuba,1,1,1,479,0.0,467
rub_cuban_mission_to_the_un,Cuban Mission to the UN,org,state,rubio-cuba,1,1,1,480,0.0,468
rub_eln,ELN,org,terror,rubio-cuba,1,1,1,481,0.0,469
rub_equality_for_flatbush,Equality for Flatbush,org,context,rubio-cuba,1,1,1,482,0.0,470
rub_f_4_commandos,F-4 Commandos,org,opposition,rubio-cuba,1,1,1,483,0.0,471
rub_george_floyd_riots_antifa,George Floyd riots / Antifa / campus activism,concept,context,rubio-cuba,1,1,1,484,0.0,473
rub_germany_cuba_friendship_as,Germany-Cuba Friendship Association,org,money,rubio-cuba,1,1,1,485,0.0,474
rub_haitian_women_for_haitian,Haitian Women for Haitian Refugees,org,context,rubio-cuba,1,1,1,486,0.0,475
rub_houthis,Houthis,org,terror,rubio-cuba,1,1,1,487,0.0,476
rub_montoneros,Montoneros,org,terror,rubio-cuba,1,1,1,488,0.0,478
rub_nation_of_islam,Nation of Islam,org,context,rubio-cuba,1,1,1,489,0.0,479
rub_national_conference_of_bla,National Conference of Black Lawyers,org,context,rubio-cuba,1,1,1,490,0.0,480
rub_olas,OLAS,org,context,rubio-cuba,1,1,1,491,0.0,481
rub_p_asad_rehman,Asad Rehman,person,context,rubio-cuba,1,1,1,492,0.0,483
rub_p_charles_charlie_hill,Charles 'Charlie' Hill,person,context,rubio-cuba,1,1,1,493,0.0,484
rub_p_rev_lucius_walker,Rev. Lucius Walker,person,money,rubio-cuba,1,1,1,494,0.0,487
rub_p_suzanne_adely,Suzanne Adely,person,money,rubio-cuba,1,1,1,495,0.0,488
rub_radio_habana,Radio Habana,org,state,rubio-cuba,1,1,1,496,0.0,490
rub_tupamaros,Tupamaros,org,terror,rubio-cuba,1,1,1,497,0.0,492
rub_viva_palestina_us,Viva Palestina US,org,context,rubio-cuba,1,1,1,498,0.0,493
rub_witness_for_peace_solidari,Witness for Peace Solidarity Collective,org,money,rubio-cuba,1,1,1,499,0.0,494
rub_zimbabwe_african_people_s,Zimbabwe African People's Union,org,context,rubio-cuba,1,1,1,500,0.0,495
seal,ICAP 65th-Anniversary Seal,concept,state,hatuey,1,1,1,501,0.0,497
singham_shanti,Shanti Singham,person,party,singham-spine,1,1,1,502,0.0,498
social_good_fund,Social Good Fund,org,money,iran-network,1,1,1,503,0.0,499
trochowski,Daniela Trochowski,person,state,rls-germany,1,1,1,504,0.0,503
uk_labour,UK Labour Party,org,party,rls-germany,1,1,1,505,0.0,504
wathington,Chad Wathington,person,party,singham-spine,1,1,1,506,0.0,505
wfdy,World Federation of Democratic Youth,org,party,latam-solidarity,1,1,1,507,0.0,506
inv_sacp,South African Communist Party (SACP),org,context,rubio-cuba,1,1,1,508,0.0,510
inv_cosatu,COSATU (Congress of South African Trade Unions),org,context,rubio-cuba,1,1,1,509,0.0,511
inv_juan_ruiz_rivera_brigade,"""Juan Ruiz Rivera"" Puerto Rican Solidarity Brigade",org,money,rubio-cuba,1,1,1,510,0.0,512
gonzales,Kate Gonzales,person,party,singham-spine,1,0,0,511,0.0,322
santos,Lucas Tinti dos Santos,person,party,singham-spine,1,0,0,512,0.0,496
